word,total_hits,title,year,genre,episode_title,season,episode,imdb_id,quote
at,134042,Step Into Liquid,2003,"Documentary, Sport",,,,tt0308508,"at... At... At... At... | At a certain size, | and you look at your buddy and go, ""We're out 1 00 miles at sea! Perfect!"" | At Pipe, it's not if, it's when. | she's like a clown at the rodeo. | the wind hardly affected them at all. | At that point, l basically experienced the joy | But it's so scary at that moment that, | l was working at this refried chicken place, | Soon, Jesse and Rob surfed at every opportunity, | At the beach, everybody knows where we are. | And at the same time, really kind of scared. | You just look at each other and just smile. | l try to catch at least three waves a day. | At this point in my life, he's my best friend. | They move at a speed about as fast as we run. | Taj makes his living at the highest level of surfing competition, | The girls love to have fun. We can laugh at ourselves. | l kept my board and wet suit at a friend's house. | The type of conditions we're capable of experiencing at this break, | l think when, actually, Laird went to school at this place... | somehow believing that at that moment, that perfect wave may appear. | And a Scottish guy would say, ""Oh, great! Look at that! | One of the kids got on the beach and looked at me. | Fast Times at Ridgemont High and the whole concept of ""Hey, dude,"" | At 23, he's already been inducted into Australia's Surfing Hall of Fame. | Remember that classic tomboy that could beat you at all the sports, | l was sneaking out. l had a board at my friend's house. | At the end of the day, Jim gave the club his surfboard. | We met them down in San Diego at about 5:00 pm. | the four of us looking at each other, just glowing, you know. | We've all grown up together and as kids hung out at the beach. | Those that are too serious are treated like Hare Krishnas at the airport. | At first glance, the foil board looks like some kind of practical joke. | These guys look at the surfboards, ""What the hell are those guys doing?"" | We're looking at each other and going, ""ls there an oil spill around?"" | and ocean waves are the only form in which they're at a human scale. | And by the time everybody starts to notice, they're already really good at it. | How many people do you know that go and gaze at a tennis court? | and you gotta know where to go and be there at the right time. | but surfing now, the way l look at it, it's a whole different way. | lt's just a mountain in the ocean at the end of the continental shelf, | but those are the kind of people that are just mad at the world anyway | lt's nice to have a tanker by itself, full speed ahead at about 13 knots. | You're riding two or three minutes at a time which is a whole different sport. | Every year they come to Costa Rica to stay at the vacation home of Robert August. | She was just a teenager, and one of the very few women surfing at the time. | He was really quiet, but he got a good ride, and he looked at me and said,"
at,134042,Leyla and Mecnun,2012,"Adventure, Comedy, Drama",Episode #3.15,3,15,tt2569352,"-AT? -AT, AT, AT. | AT 65. | At ease! | Look at me. | AT : Memory Transfer 65. | ...at a nice romantic dinner... | You don't talk at all, please. | Not at all, is that possible? | {\an8}Shop is done at Erdal Grocery. | That means he doesn't hear at all! | Check Hidayet out, then look at me. | We're in the waiting phase at present. | ...must be trying to do at this moment. | -It's because of old age. -Not at all. | ...so that I feel at ease inside, Erdal. | ...I see the final stage science has arrived at. | {\an8}An interesting accident occurred at the airport today. | I wouldn't have given up that barbering at all. | My last cassette is available at all music stores. | <i>You don't dare look at my face</i> | <i>You don't dare look at my face</i> | Let's talk later. I'll call at a more suitable time. | I'm at your mercy and need your help badly, please. | Give up? Why did we get shouted at for nothing? | Look at the shape of his mouth as he talks. | I think he is going to throw his slippers at us. | Look at his heavenly radiance. What would anyone do with me? | He is asking if dinner will be served at the wedding. | I was reminded of that at the mention of rain. Oh, dad. | Brother, sorry to interrupt you, but at this moment, thanks to you... | But I didn't understand at all what the work is all about. | You didn't give me the pills, give me at least an envelope. | {\an8}It's been reported that Mecnun's assembled his friends at Kirecburnu seaboard... | {\an8}<i>You do not dare to look at my face</i> | Son, we've run so many advertisements and promotions, didn't that help at all? | -Can we do that? -Why not? I do it that way at home. | You keep on writing about it yet at the end of the day... | {\an8}At this moment, I have two professors as guests in my studio. | Very nice but I will explain it all later, not at this moment. | Listen, we are not on good terms with my dad at all, I swear. | Where would I go? I'm going home son, at this hour of the night. | Leyla's at home waiting for me to have dinner together. You drink it for me. | And I don't think at all that I can pay it now, to tell you the truth. | Let me have a look at the other side, the reverse, let's see what we have there. | When you prepare it at home it doesn't turn out to be as nice as this. How come?"
at,134042,Jane the Virgin,2016,"Comedy, Drama",Chapter Forty-Nine,3,5,tt6165696,"At-at-at-at... | It's at our discretion. | Or mad at you, period. | I'm looking at it.             It did! | <i> it's something, at least.</i> | <i> at the Marbella gift shop.</i> | and rip off your shirt         at the audition. | Him inviting you to work out at the Marbella? | Oh, Michael's sweatshirt;           he left it at the gym. | I mean, at least I found the cash pouch. | to give her at least      48 hours to cool down. | <i> And friends,</i>       <i> at last she said...</i> | at least let me start to pull      away from him first... | <i> Which, by the way,</i>        <i> it wasn't at all.</i> | JANE:<i> I'm serious, she's never</i>       <i> been this mad at me.</i>"
at,134042,My Name Is Bach,2004,Drama,,,,tt0382180,"At ... at court? At ... at once? | At once! | Potsdam - At Court | Look at that! | Look at this. | Make yourself at ease. | Our flute lesson, at once! | You will make yourself at ease. | Look at me! Friedemann, man-of-peace! | At this hour the answer is: no. | Look at that! A king-size thorn! | You've caught me at my secret pastime. | I permitted myself to look at it. | They play their parts, like at court. | I will expect you at luncheon tomorrow. | Not at all amusing for a princess. | at the local court. - And him? Your son? | at his age ... he could be your father! | Lieutenant Katte is to be beheaded at dawn. | we'd already be at the gates of Vienna. | must be present at the execution of my lover. | I am going back. I'll feel better at home. | It seems your brother feels quite at home here. | Bach! Your father has just been announced at the border. | and Saint choir...master Thomas in L-Leipzig, at court. | My father used to say that at every christening. Bach! | Three days in that boneshaker is too much at my age. | His Majesty commands the presence of the Capellmeister at Anhalt-Köthen, | You put everything at stake, Katte, if you flee with me. | you are employed as harpsichordist and director of music at my court. | Friedemann decided at the toll gate that he should be called Adam. | If your freedom consists of reinventing yourself every day, even at the risk | To make their excrement shine at night, thus one avoids stepping in it! | He'll be guest of honour at Sans Souci. I can't imagine a better tutor. | But here is a list of those we hold at the border this very hour: | Now tell me the truth, Bach. Was your trap at the concert set on purpose? | I can imagine you at it in bed, you and Johanna, clean and tidy and in tempo!"
at,134042,Fire Country,2023,"Drama, Crime",Two Pink Lines,1,12,tt26217732,"At-at-at least | at the look-out? | everyone at Cal Fire. | Dr. Carter at Edgewater Dental | Look at that little nugget | don't come at me, okay? | for you at the apartment. | He's an inmate at Three Rock. | Did you at least try dental records? | No. He works across town at Three Rock. | at us, we can get back to work."
at,134042,The Jazz Singer,1980,"Drama, Music, Romance",,,,tt0080948,"At! At! | Just look at him. | We're staying at the Hollywood | you're just mad at yourself. | You singing at your father's party. | Where do you keep them at? | Look, you're not mad at them. | If you don't at least try, | ♪ <i>at all tonight</i> ♪ | Came in at 8 pounds, 10 ounces. | ♪ <i>at all tonight</i> ♪ | To become a legend, at least a month. | here at Molly's place when he gets in? | Come on. We took our shot at it. | Why don't we just leave it at that? | ♪ <i>and you're there at home</i> ♪ | ♪ <i>and you're there at home</i> ♪ | ♪ <i>and you're there at home</i> ♪ | why don't you at least give yourself the two weeks? | He says he's going to call me at 7:00. | ♪ <i>I couldn't sleep at all tonight</i> ♪ | ♪ <i>I couldn't sleep at all tonight</i> ♪ | He has a lot of pull at the Venice blues club. | Why do I have to sing this at my bar Mitzvah anyway? | ♪ <i>have a look  at the Robert E. Lee</i> ♪ | It's me your father was looking at when he tore his clothes. | ♪ <i>Hey, look at the way she's wavin' her sail</i> ♪"
at,134042,The Prince of Egypt,1998,"Animation, Adventure, Drama",,,,tt0120794,"at-at-at our door. | - Mmm, at last! - At last? | at your hands. | Look at your life | Look at your life | Look at your family. | Look at you! Pharaoh. | You must look at your life | Look at your life through heaven's | Look. Look at your people, Moses. | Look at your life through heaven's eyes | To look at his life through heaven's eyes | Still gnawing away at that bone, are we? | Well, look at you. What on earth are you dressed as? | - Oh, look at me. I'm drenched again. - Hey. I figured it out. | - You care too much. - And your problem is, you don't care at all."
at,134042,Harmony From The Heart,2022,"TV Movie, Romance, Comedy",,,,tt16374856,"At‐at‐at all this. | at the clinic, | Look at them‐‐ | Ooh, look at that. | but... look at him! | Look at all these Valentines. | at the university hospital, correct? | Yeah. No. Not at all. | Look at all the records. | You're pretty good at this. | Like, love at first sight? | I'm at my brother's house. | he menacingly points at unsuspecting singles. | Was that love at first sight? | it started at the farmer's market, | Who works at the university hospital? | Don't you get enough chocolate at work? | for someone who works at a hospital. | was at this quaint little jazz club | which means a whole new trimester at school, | At least love is in the air tonight. | I've seen the way he looks at you. | there are so many men at this party. | I‐‐ Look at all the good you've done. | I hope Desiree finds love at her singles mixer. | Okay, well, it was marvelous, at the very least. | Or at least that's what Mary Anne says, anyways. | Yeah, he texted me‐‐ he's stuck at the hospital. | Asking you to help out at my brother's chocolate shop? | I have a little surprise for you back at the house. | I can't fall asleep at night unless I hear that song. | and I don't think my dream job at the university hospital | if two people fell in love at the mixer, you know? | Well, if you didn't believe in love at first sight before... | One of these people will make a choice at some point. | Your sessions with Charles will be every day at 9:00 a. m. | Him and the boys still play at the old jazz club in town."
at,134042,Chicago Fire,2013,"Action, Drama",Viral,1,16,tt2664004,"At me. At, at everything. | (KNOCK AT DOOR) | She's angry. At me? | Um, I was looking at the list of upcoming classes at the academy, | at the root of the trees. | Yeah, well tomorrow morning at 8:01, | It's nice and warm at the hospital, Mick. | He saved my brother, Casey. (KNOCK AT DOOR) | Do you want to stand at the ceremony | Bomb disposal unit on site at Lincoln Square. | At least on the days that I'm on shift. | This is, uh, it's my last shift at 51. | Does he? Let's look at it from his lawyer's perspective. | Gee, you know who I bet's really good at drywall? | we can only guess at what transmittable diseases he's carrying. | Then Jesus came from Galilee to John at the Jordan | I've got at least five pounds of mixed ammonium nitrate."
at,134042,FEUD,2024,Drama,Phantasm Forgiveness,2,8,tt21193132,"At me, at Cleo, at Bacall, at everyone. | And at $45,000, | Look at these pills. | What's on at The Whitney? | Throw the dish at me. | I'm not good at goodbyes. | <i>She looked at P.B.</i> | At the door, you looked so stricken. Why? | He was closest to you at the end. | that a celebrity's ashes have been at auction. | <i>at the Wales Hotel in Carnegie Hill.</i> | <i>Or, if not love, at least power.</i> | Are you really gonna stay mad at me forever? | <i>Chief of Protocol at the White House</i> | Look at all these flip-flops people are wearing. | <i>But at La Côte, they just couldn't wait.</i> | <i>A room number at a hotel in Midtown.</i> | who died at her home in Bel Air in 1984. | <i>at one time or another of the author's indiscretions.</i> | The way he flounces? He's not a boy at all."" [scoffs] | There's 2,500. We have the next bid at 25 right here. | <i>at a table with her mother-in-law, Hilda Hopkins.</i> | <i>At the far table, Lady Ina was being stood up,</i> | And we're going to start the bidding right now at just $2,000. | <i>it washed over you like a tidal wave all at once</i> | <i>Or at very least, Head of the Academy of Motion Pictures.</i> | I think it was a very dry teat I was suckling at, Mother. | <i>at a very high concentrate and finding the right delivery system.</i> | [auctioneer] And we're at 11,000 now. 11,500 from the lady in green right there. | <i>And at the best table, Cleo Dillon was writing something on a napkin.</i> | <i>And she would finally be better at something than her fairy-tale sister.</i> | <i>amongst the famous and the rich and whatever society was left at the apex.</i>"
at,134042,Mahmood,2022,"Documentary, Music",,,,tt22813348,"at night, at night, at night, at night, | At night, at night, at night, at night, at night, at night the two of us are a Klan. | At night, at night, at night, at night, at night, at night the two of us are a Klan. | At night, at night, at night, at night, at night, at night the two of us are a Klan. | at night, at night, at night the two of us are a Klan. | <i>We're at McDonald's at Athens airport.</i> | Look at me, guys! | was at one of my first concerts at the Ohibò with Marcello. | At one point, a song came on the radio at the gym. | I said no at first, because... | Because he'd always been a happy child. At home, at the seaside, he was always happy. | At one point, we said: ""Let's go"". | - You peeked at my notes! - I peeked! | I've never been good at talking about myself. | Us three were at the heart of everything. | I'd never noticed Alessandro being unhappy at all, | Yesterday we were talking at the lake without worrying. | At times, I've written things I'm deeply embarrassed about. | I was embarrassed at times to do certain things. | who's singing with Guè Pequeno at the Ariston Theatre. | I sang at home every day. I really liked singing! | I remember when I saw you at the Universal restaurant. | At that precise moment, I doubted what his interest was. | Because the second concert at the Alcatraz is sold out. | I was in Sardinia, and having my dream shattered at home, | {\an8}We saw him at Eurovision, and we became big fans. | He's not well, poor thing, he's at home on death's door. | I like the fact that it always stays at it is. | Every time I come back to Orosei, I feel at home. | {\an8}- From the Ohibò to two concerts at the Alcatraz. - Three! | {\an8}My mother made me listen to Lucio Battisti songs at home, | <i>Ale, stay there a second.</i> <i>Look at me.</i> | I was at home with Camilla and Riccardo, two friends of mine. | You could see the tower with a huge flame at the top. | I remember when he came fourth at the Sanremo Festival with ""Dimentica"". | At the end of the day, our lives are on completely different trajectories. | I had this concert at Ohibò before going to the main Sanremo Festival. | Even at home, when good things happen, he always has that surprised expression... | The same friends who used to go out at night and enjoy ourselves | I was really surprised to see him at Sanremo. The Sanremo he then won. | I thought: ""I'm definitely not going to win"". Look at the face on me. | I'm not good at saying things like that, I'm too strict. I was taught... | He came home, and his exam was the next day. He hadn't studied at all. | Then I found a job. I worked, and studied at music school in the afternoon. | My record company and I looked at each other, and hoped we weren't the winners. | And that was the day I was supposed to spend with him at the weekend, | That's where she'd gone, maybe she was a bit out of it at the time. | I don't know if you've noticed, but today, here in Madrid, at our last gig, | Camilla and Riccardo started calling me because I'd been at the park for an hour. | At that time, I'm not saying music should've been the last thing on my mind, | Then I have another swim at the best time, when the sun's about to go down. | {\an8}We often went to Milan. He always did something at Christmas and we went to watch. | and they asked us to sing something in Italian a cappella, and I wasn't prepared at all. | So I thought: ""Even if he does his best..."". I didn't think about him winning at all. | I might still have one of those little teddy bears at my mum's house in Orosei, Sardinia. | I'm out of my mind if you fuck me, because I never told you that at night, | And us: ""What?"". And her: ""Look at the shadow of our building on that one in front"". | {\an8}I thought I was good. When I look at the videos now, I realise I really wasn't. | <i>The night loves you, sat in that glass</i> <i>at 200 miles per hour! Per hour!</i> | At the start of the verse, with the first line, that was a slap in everyone's face. Well done! | At the time, I thought it was good, but thinking about it now, I don't know if it was. | <i>The funny thing is that Alessandro</i> <i>is eating chips at 06:30 in the morning.</i> | I looked at the oven and said everything was fine. And him: ""Oh, okay, bye"". And off he went. | They put the mother in law at the head of the table on a director's chair, which is usually green. | <i>- What are you singing for us? - ""When you see</i> <i>nothing at all"" by Ronan Keating. - Breathe though!</i>"
marina,1635,Mercy Black,2019,"Horror, Mystery, Thriller",,,,tt8758086,"Marina. Marina. Marina. Promise. | Marina. | Marina. | Marina? | Marina? | Marina? | Marina! | Marina. | Marina! Marina, I need you! | Marina? Marina, can you hear me? | Marina, move! | Marina, stop. | Marina, look! | Ma... Marina. | Hey, Marina. | Marina, hold up. | You're little Marina? | Marina... she's here. | What the... Marina? | Marina. Stay here. | Marina, do it! | Yes? I'm Marina Hess. | Rebecca, your friend Marina | Rebecca, it's me, Marina Hess. | Marina, you never had enough faith. | I had to make you remember, Marina. | Damn it, Marina, do you think the police | Do you know the whereabouts of Marina Hess?"
marina,1635,House,2007,"Drama, Mystery",Human Error,3,24,tt1023643,"Marina! Marina! | Marina. | Marina! | Marina, you can't... | MARINA: Is everything okay? | You're doing fine, Marina. | Marina, I am so sorry."
marina,1635,Bridgerton,2020,"Drama, Romance",Oceans Apart,1,7,tt10515724,"Marina! Marina! | Marina? | Marina? | Marina! | Marina? Marina, I'm here. It's okay. | Marina, what is it? | - Marina... - It is over. | <i>Miss Marina Thompson's recent fall from grace</i> | But the column that singled out Marina was different. | Marina… you must tell me that this Whistledown woman is mistaken. | Your mama did not just help Marina hide her condition on her own. | Your mama did not just help Marina hide her condition all on her own."
marina,1635,To the Lake,2022,"Sci-Fi & Fantasy, Drama, Action & Adventure",Episode 6,2,6,tt19713944,"- Marina! - Marina...  | Marina... | Marina. | (Irina) - Marina! | (Marina) Nastya! | Nastya!!! (Marina) Nastya!!! | - Nastya!!! - Marina, it's morning soon. | Aunt Marina, look what I found! | - Let's not do this now. (Marina) Nastya!!! | - I didn't do anything! - Marina, stop it! | You're protecting him! (Sergey) - Marina, it's not his fault! | Aunt Marina, I really didn't mean to kill Nastya. | You get the hell out of here and I'm gonna go look for her!!!  - Marina! Marina, wait, we'll let's continue in the morning. | Damn, it's a bad idea, Marina. I don't want you to get lost."
marina,1635,Godfather of Harlem,2023,"Drama, Crime",Angel of Death,3,5,tt22050456,"Marina? Marina. | Marina. | <i>Salud,</i>Marina. | Marina and I danced and danced two, three hours. Mm."
marina,1635,Rahsia,2023,"Drama, Mystery, Horror, Thriller",,,,tt26749945,"- Marina? - Marina. | Marina! Marina, run! | Marina! | Marina. | Marina! | Marina? | Marina! | Marina! | Marina! | Marina! | Marina! | Marina! | Marina? | Marina. | Marina. | Marina! | Marina. | Marina. | Marina. | Marina! | Marina. | Marina! | Marina! | Marina! | Marina. | Saiful? Marina? | Marina. Darling. | Marina! Run! | - Mom! - Marina! | - Marina. - Mom. | Hurry, Marina! | Saiful. Marina. | Marina, go inside. | Marina, go inside! | Tell Dad, Marina. | Marina, I'm sorry. | It's dangerous, Marina. | Take care of Marina? | That thing hurt you, Marina. | Marina, Saiful. Go to your room. | Marina, Saiful. Let's go to bed. | You'll be safer here looking after Marina. | - Tell him, Marina. - Don't touch her, Ram! | Marina, tell your dad what you saw. | Marina and Saiful can both fit through. | we'll still take care of you and Marina. | I asked you to do just one thing. Take care of Marina."
marina,1635,The Command,2019,"Action, Adventure, Drama",,,,tt4951982,Marina! Marina! | Marina! | Marina! | - They are alive! - Marina! | She'll meet us there. Yeah. Marina?
marina,1635,Rusalka: Ozero myortvykh,2018,"Drama, Fantasy, Horror",,,,tt7162390,"Marina, Marina! | Marina, Marina. | Marina. | Marina? | Marina. | Marina. | Marina. | Marina. | Marina. | Please, Marina! | Hey, Marina, listen. | Marina, stop it. | - Rome. - Marina, I'm sorry. | Coach Nikolayevich, Marina and I | Marina, you're not mad at Kitaev, are you?"
marina,1635,Vongozero: The Outbreak,2020,"Drama, Sci-Fi, Thriller",Pilot,1,1,tt9165370,"Marina. Marina. | Marina. | Marina. | Marina. | Marina. | Marina will cook it with love, | Marina has got her own recipe. | she and Marina are just gonna kill each other."
marina,1635,Glykia symmoria,1983,"Crime, Drama, Thriller",,,,tt0085599,"Marina? What Marina? | Marina... | Marina! | Marina? | Marina? | Marina? What is Marina doing here? | What joke, Marina? | Where is Marina? | Marina, at the window! | Marina, grab a blanket! | Marina left for downstairs. | He's looking at Marina now | -Marina... this is Rosa... -Hi! | -Marina watch him. -Get back! | Marina is now making some coffee | That's Marina, now do your thing! | And we'll leave Marina here on her own? | Marina! Leave it, let's go to the large office. | Marina, he got into a car, and he went away... | Now go have a look upstairs, Marina and Andreas are here."
marina,1635,The L Word,2004,"Drama, Romance",Limb From Limb,1,13,tt0623874,"I'm Marina.  - Marina. | Jenny... It's Marina. I'm sorry. | Jen... I - I swear to god, I had no idea you and Marina even knew each other. Okay?"
monition,1,That Man from Rio,1964,"Action, Adventure, Comedy",,,,tt0058203,"- You needed her in Rio, not here. - Enough! Don't monition her anymore."
profligate,41,Threesome,1994,"Comedy, Drama, Romance",,,,tt0111418,"Uh, profligate."
profligate,41,Vikings,2020,"Action & Adventure, Drama, War & Politics",The Final Straw,6,16,tt7412206,a profligate.
profligate,41,Leaves of Grass,2010,"Comedy, Crime, Drama",,,,tt1151359,That's quite profligate.
profligate,41,The Good Fight,2017,Drama,Inauguration,1,1,tt6193162,for being profligate.
profligate,41,Becket,1964,"Biography, Drama, History",,,,tt0057877,the profligate and libertine
profligate,41,Manhattan,2015,"Drama, History, War",Jupiter,2,10,tt4584562,"""Profligate, but ultimately dependable."""
profligate,41,Laura Pausini: Live 2001-2002 World Tour,2003,"Music, Documentary",,,,tt0385831,Although my dad is profligate
profligate,41,Inferno,2016,"Action, Adventure, Crime",,,,tt3062096,The suicidal and the profligate.
profligate,41,Glee,2014,"Comedy, Drama",100,5,12,tt3384974,- How? - Will Schuester's profligate spending...
profligate,41,The Exorcist,2017,"Mystery, Drama",A Heaven of Hell,2,8,tt7521842,"I adjure you, profligate dragon,"
profligate,41,Poirot,2000,"Crime, Drama, Mystery",The Murder of Roger Ackroyd,7,1,tt0236523,"He was a pathetic, profligate fellow."
serendipitous,112,Castle,2009,"Drama, Crime",The Double Down,2,2,tt1487354,serendipitous. Serendipitous.
serendipitous,112,City of Angels,1998,"Drama, Fantasy, Romance",,,,tt0120632,"...""serendipitous."""
serendipitous,112,The Boondock Saints II: All Saints Day,2009,"Action, Crime, Thriller",,,,tt1300851,"Serendipitous. | I was just thinking, not too serendipitous for us."
serendipitous,112,When Calls the Heart,2021,"Drama, Family, Romance",Welcome to Hope Valley,8,4,tt14102672,Serendipitous.
serendipitous,112,grown-ish,2022,Comedy,Certified Lover Boy,5,8,tt21955978,Serendipitous.
serendipitous,112,The Magician's Raincoat,2024,"Family, Fantasy, Adventure, Comedy",,,,tt26445481,Serendipitous.
serendipitous,112,Christmas Catch,2018,"Comedy, Crime, Romance",,,,tt8322908,Serendipitous. | Serendipitous than anything. | Serendipitous than anything. | (Ken and Jess together) Serendipitous! | And it really was serendipitous.
serendipitous,112,Death to Smoochy,2002,"Comedy, Crime, Drama",,,,tt0266452,How serendipitous.
serendipitous,112,Employee of the Month,2006,"Comedy, Romance",,,,tt0424993,HOW SERENDIPITOUS.
serendipitous,112,Midsomer Murders,2005,"Crime, Drama, Mystery",Orchis Fatalis,8,3,tt0647497,Wonderfully serendipitous!
serendipitous,112,Seinfeld,1994,Comedy,The Raincoats (1),5,18,tt0697764,How serendipitous.
